Station;OBERGURGL;;;;;;;;
Altitude;1942;;;;;;;;
Easting;224055;;;;;;;;
Northing;332234;;;;;;;;
year;month;day;hour;temp;precip;short_in;rel_hum;wind_speed;long_in
2010;1;1;0;266,95;0;0;70;1,4;199,9884986
2010;1;1;1;266,55;0;0;67;1,2;196,1069676
2010;1;1;2;267,15;0;0;64;1;196,5753584
2010;1;1;3;266,95;0;0;62;1,1;194,4979386
2010;1;1;4;266,15;0;0;65;1;193,1438279
2010;1;1;5;266,95;0;0;63;0,8;195,1158282
2010;1;1;6;266,55;0;0;63;0,5;193,4972306
2010;1;1;7;266,25;0;0;63;0,4;192,2978668
2010;1;1;8;266,55;0;25;62;0,7;192,8909688
2010;1;1;9;267,75;0;69,44;58;0,5;195,3786382
2010;1;1;10;268,75;0;122,22;56;0,5;198,3208831
2010;1;1;11;270,85;0;213,89;52;0,9;204,8621021
2010;1;1;12;271,35;0;225;50;0,1;205,8537037
2010;1;1;13;269,55;0;169,44;59;1,1;203,5161486
2010;1;1;14;270,75;0;188,89;57;0,2;207,5032914
2010;1;1;15;268,45;0;83,33;60;1,4;199,4519587
2010;1;1;16;266,85;0;8,33;63;1,1;194,7090723
2010;1;1;17;267,55;0;0;63;1,3;197,5863984
2010;1;1;18;267,65;0;0;65;1,6;199,3365076
2010;1;1;19;268,45;0;0;66;0,4;203,4989083
2010;1;1;20;267,95;0;0;69;0,3;203,5676035
2010;1;1;21;267,55;0;0;71;0,3;203,4002616
2010;1;1;22;267,85;0;0;72;0,7;205,578078
2010;1;1;23;267,05;0,1;0;87;0,3;218,2019561
2010;1;2;0;267,15;0,3;0;90;0,3;223,1374597
2010;1;2;1;268,35;0,4;0;86;1;223,4661628
2010;1;2;2;267,95;0;0;85;5,4;220,0271352
2010;1;2;3;267,35;0;0;86;5,5;218,3365188
2010;1;2;4;266,85;0;0;82;6,7;210,8893428
2010;1;2;5;266,45;0,1;0;83;7;210,1602995
2010;1;2;6;265,35;0;0;86;7,1;208,6483487
2010;1;2;7;264,15;0;0;86;7,6;203,1747242
2010;1;2;8;263,15;0,1;27,78;85;6,8;197,6542649
2010;1;2;9;262,65;0;100;83;7;193,4263729
2010;1;2;10;262,45;0;158,33;78;7,3;187,9847051
2010;1;2;11;262,25;0;200;72;6,4;182,6799209
2010;1;2;12;261,55;0;200;76;6,3;182,9452877
2010;1;2;13;261,45;0;191,67;68;6,6;177,2938406
2010;1;2;14;261,15;0;111,11;75;6,4;180,7270044
2010;1;2;15;259,75;0;38,89;81;6,7;180,3094807
2010;1;2;16;259,65;0;5,56;76;8,5;176,0649573
2010;1;2;17;259,45;0;0;75;7,9;174,6753103
2010;1;2;18;259,55;0;0;73;6,9;173,7108128
2010;1;2;19;259,65;0;0;69;6,9;173,5230804
2010;1;2;20;259,35;0;0;71;6,9;174,2596314
2010;1;2;21;259,05;0;0;74;6,2;179,3539018
2010;1;2;22;258,65;0;0;74;4,2;176,7629137
2010;1;2;23;257,65;0;0;76;1,2;171,9109547
2010;1;3;0;257,45;0;0;77;1,4;172,0627961
2010;1;3;1;257,05;0;0;77;1,3;170,7289154
2010;1;3;2;256,85;0;0;77;1,1;170,0678367
2010;1;3;3;256,45;0;0;75;1,3;165,4945442
2010;1;3;4;256,25;0;0;71;2;163,4563229
2010;1;3;5;256,25;0;0;70;1,7;162,5302805
2010;1;3;6;255,75;0;0;69;1,3;158,3874743
2010;1;3;7;255,85;0;0;68;1,2;156,953677
2010;1;3;8;256,15;0;13,89;64;1,4;154,3667483
2010;1;3;9;256,95;0;41,67;61;1,2;155,027259
2010;1;3;10;259,45;0;100;51;1,1;161,2527497
2010;1;3;11;262,45;0;247,22;46;1;170,2946761
2010;1;3;12;263,35;0;311,11;41;0,2;172,3459893
2010;1;3;13;264,05;0;322,22;39;1,1;176,7991699
2010;1;3;14;263,75;0;200;38;1,9;175,5715067
2010;1;3;15;260,55;0;58,33;45;1,8;166,3002804
2010;1;3;16;260,05;0;8,33;46;1,1;164,0085577
2010;1;3;17;259,05;0;0;47;1,1;160,7272634
2010;1;3;18;259,85;0;0;46;1,1;163,4884304
2010;1;3;19;259,75;0;0;45;1,5;162,7679541
2010;1;3;20;259,55;0;0;45;1,2;162,0510405
2010;1;3;21;259,65;0;0;44;0,8;162,3336474
2010;1;3;22;259,65;0;0;44;1,2;162,2684915
2010;1;3;23;259,35;0;0;44;1,5;161,5268809
2010;1;4;0;259,45;0;0;43;1,7;161,037434
2010;1;4;1;258,95;0;0;44;1,2;159,7303978
2010;1;4;2;259,95;0;0;43;0,9;162,4900812
2010;1;4;3;259,65;0;0;43;0,5;161,2922712
2010;1;4;4;260,45;0;0;42;1,5;163,0125087
2010;1;4;5;260,85;0;0;43;1,1;164,7364249
2010;1;4;6;262,75;0;0;44;1,5;171,630434
2010;1;4;7;262,25;0;0;49;0,3;171,5959788
2010;1;4;8;262,65;0;16,67;50;0,4;172,5686551
2010;1;4;9;262,25;0;75;81;0,1;182,5164831
2010;1;4;10;263,45;0,1;161,11;83;0;189,4423929
2010;1;4;11;264,05;0;177,78;83;0,3;200,6785517
2010;1;4;12;264,95;0;300;80;0,4;206,9919221
2010;1;4;13;263,85;0;219,44;72;0,7;187,7769469
2010;1;4;14;263,95;0;141,67;71;0,6;189,5021858
2010;1;4;15;264,15;0;58,33;74;0,2;195,6891767
2010;1;4;16;263,65;0;8,33;76;0;193,4772317
2010;1;4;17;263,25;0;0;75;0,5;190,9387195
2010;1;4;18;263,15;0;0;75;0,2;191,0476103
2010;1;4;19;262,75;0;0;76;0,5;187,5169665
2010;1;4;20;262,55;0;0;76;0,3;184,7857887
2010;1;4;21;262,75;0;0;76;0,7;184,2191082
2010;1;4;22;263,05;0;0;77;0,3;184,4946945
2010;1;4;23;263,65;0;0;76;0,4;187,102357
2010;1;5;0;264,45;0;0;75;0,5;187,6684166
2010;1;5;1;264,75;0;0;74;0,7;192,0769919
2010;1;5;2;266,35;0;0;70;1,1;201,3654261
2010;1;5;3;265,25;0;0;72;0,4;200,9682528
2010;1;5;4;265,35;0;0;65;0,6;191,2805485
2010;1;5;5;263,85;0;0;65;0,4;183,1659213
2010;1;5;6;264,85;0;0;64;0,6;189,7990278
2010;1;5;7;264,35;0;0;63;0,5;184,1881843
2010;1;5;8;263,95;0;13,89;62;1;180,3496106
2010;1;5;9;264,75;0;44,44;62;1,2;183,2754583
2010;1;5;10;265,65;0;75;60;0,7;186,1790852
2010;1;5;11;266,45;0;91,67;59;0,3;187,3105316
2010;1;5;12;267,05;0;102,78;58;1,1;191,0416023
2010;1;5;13;269,45;0;258,33;52;1,3;206,606231
2010;1;5;14;268,15;0;161,11;54;1,7;200,87372
2010;1;5;15;265,85;0;63,89;59;1,1;191,7394922
2010;1;5;16;265,25;0;13,89;60;0,4;190,1759294
2010;1;5;17;264,35;0;0;64;0,5;187,0240196
2010;1;5;18;263,75;0;0;65;0,2;182,6005483
2010;1;5;19;263,75;0;0;65;0,4;183,2073781
2010;1;5;20;264,35;0;0;64;0,9;185,5424699
2010;1;5;21;264,05;0;0;64;0,6;183,3957556
2010;1;5;22;264,35;0;0;63;0,6;185,642041
2010;1;5;23;264,55;0;0;63;0,2;188,5306043
2010;1;6;0;264,05;0;0;64;0,3;187,704505
2010;1;6;1;263,45;0;0;63;0,6;183,5676497
2010;1;6;2;262,85;0;0;63;0,6;179,1182984
2010;1;6;3;262,65;0;0;63;0,7;176,7664946
2010;1;6;4;263,05;0;0;62;1,4;178,8155264
2010;1;6;5;263,85;0;0;64;0,9;185,708495
2010;1;6;6;263,55;0;0;65;0,3;183,8731659
2010;1;6;7;263,05;0;0;66;0,7;180,7466655
2010;1;6;8;263,25;0;13,89;67;0,3;180,2747864
2010;1;6;9;263,55;0;38,89;66;0,8;180,4812594
2010;1;6;10;264,65;0;58,33;64;0,7;183,8538745
2010;1;6;11;265,25;0;63,89;64;0,2;184,6121094
2010;1;6;12;266,25;0;116,67;61;0,6;189,1737663
2010;1;6;13;268,15;0;286,11;56;1,4;206,3104541
2010;1;6;14;267,45;0;172,22;57;1,6;204,7180932
2010;1;6;15;264,45;0;63,89;63;1,2;186,7504489
2010;1;6;16;263,75;0;8,33;65;1;184,878345
2010;1;6;17;263,85;0;0;66;0,8;187,4539319
2010;1;6;18;263,35;0;0;66;0,7;185,9173618
2010;1;6;19;262,95;0;0;67;0,8;183,2048013
2010;1;6;20;262,35;0;0;67;0,6;177,5545907
2010;1;6;21;262,55;0;0;66;1,5;178,5478081
2010;1;6;22;263,45;0;0;66;0,7;188,6375086
2010;1;6;23;263,25;0;0;66;0,7;187,8841549
2010;1;7;0;261,85;0;0;71;0,4;180,5498199
2010;1;7;1;261,65;0;0;77;0,2;182,8305406
2010;1;7;2;261,85;0;0;79;0,4;185,0855156
2010;1;7;3;261,95;0;0;79;0,2;184,6098052
2010;1;7;4;262,15;0;0;83;0,4;190,1847542
2010;1;7;5;262,45;0,1;0;86;0,5;202,885867
2010;1;7;6;262,35;0,5;0;88;0,5;215,2830432
2010;1;7;7;261,65;0;0;84;0,4;194,0301674
2010;1;7;8;260,85;0;16,67;80;0,9;179,2378628
2010;1;7;9;261,15;0;41,67;77;1,4;175,7405995
2010;1;7;10;261,85;0;61,11;67;1,3;174,0200147
2010;1;7;11;263,25;0;72,22;59;0,5;175,3010855
2010;1;7;12;264,15;0;102,78;55;0,5;178,6309257
2010;1;7;13;266,85;0;277,78;47;0,5;188,2033354
2010;1;7;14;265,75;0;172,22;48;1,4;183,7911623
2010;1;7;15;265,25;0;63,89;50;0,7;180,9955541
2010;1;7;16;264,95;0;8,33;53;0,3;181,5243883
2010;1;7;17;266,55;0;0;51;0,8;187,8822205
2010;1;7;18;265,65;0;0;54;1,5;184,8827775
2010;1;7;19;265,95;0;0;57;0,4;187,5162322
2010;1;7;20;265,95;0;0;59;0,5;188,2068897
2010;1;7;21;266,15;0;0;59;2,1;190,1570383
2010;1;7;22;266,35;0;0;58;3,5;190,3629864
2010;1;7;23;265,85;0;0;64;2,5;190,6661449
2010;1;8;0;266,05;0;0;64;0,4;192,1146617
2010;1;8;1;266,15;0;0;67;0,5;191,9252529
2010;1;8;2;266,05;0;0;80;1,2;203,8909956
2010;1;8;3;267,25;0;0;79;1,2;219,7926013
2010;1;8;4;266,25;0;0;84;0,2;206,5689745
2010;1;8;5;265,85;0,1;0;90;0,2;208,4194033
2010;1;8;6;266,85;0;0;91;0,3;210,6052002
2010;1;8;7;266,85;0,3;0;92;0,1;207,0252045
2010;1;8;8;268,45;0,1;16,67;92;0,2;204,564422
2010;1;8;9;269,35;0,1;94,44;91;0;208,8618836
2010;1;8;10;274,35;0;158,33;67;1,4;228,7971098
2010;1;8;11;275,15;0;202,78;64;1,8;303,2863328
2010;1;8;12;275,35;0;197,22;63;2,7;421,408335
2010;1;8;13;268,55;0;194,44;79;1,1;235,6562585
2010;1;8;14;266,45;0;100;89;0,6;219,0132175
2010;1;8;15;266,35;0;55,56;90;0,2;201,0817303
2010;1;8;16;266,35;0;8,33;91;0,2;218,5546334
2010;1;8;17;269,45;0;0;91;0,2;309,0185612
2010;1;8;18;266,55;0,1;0;92;0,1;212,6391563
2010;1;8;19;266,45;0,1;0;92;0;238,4642066
2010;1;8;20;267,75;0;0;92;0,2;272,6296702
2010;1;8;21;265,35;0;0;93;0,2;215,4818974
2010;1;8;22;265,55;0;0;95;0;215,3880988
2010;1;8;23;265,65;0;0;92;0,1;204,645371
2010;1;9;0;266,25;0;0;93;0,2;202,8880875
2010;1;9;1;267,45;0;0;92;0;214,5853774
2010;1;9;2;269,25;0;0;89;0,2;226,7392377
2010;1;9;3;269,05;0;0;90;0;230,4270707
2010;1;9;4;269,95;0;0;86;0,1;232,9854271
2010;1;9;5;269,35;0;0;84;0,1;224,4978318
2010;1;9;6;269,85;0;0;73;1,1;214,7077427
2010;1;9;7;269,55;0;0;72;0,6;212,0336488
2010;1;9;8;270,15;0;22,22;68;0,8;212,5344429
2010;1;9;9;269,95;0;77,78;70;0,6;211,9939273
2010;1;9;10;270,25;0;130,56;75;0,1;336,8598164
2010;1;9;11;270,45;0;161,11;72;0,4;316,1896812
2010;1;9;12;264,45;0;133,33;91;1;207,4838499
2010;1;9;13;264,55;0,4;91,67;89;0,4;213,9267171
2010;1;9;14;264,85;0,8;58,33;90;0,2;225,3212738
2010;1;9;15;264,05;1,1;41,67;90;0,2;214,4269187
2010;1;9;16;263,75;1;5,56;90;0,3;213,0071468
2010;1;9;17;263,45;1;0;90;0,2;181,2812887
2010;1;9;18;263,15;0,9;0;91;0,3;180,3533969
2010;1;9;19;271,15;0,8;0;64;1;218,059985
2010;1;9;20;270,85;0,7;0;71;3;224,5759515
2010;1;9;21;269,95;0,4;0;77;1,5;224,0304419
2010;1;9;22;269,65;0,2;0;82;1,3;227,8918556
2010;1;9;23;269,35;0,2;0;91;0,3;233,6624714
2010;1;10;0;269,25;0,4;0;90;0,8;236,759237
2010;1;10;1;269,65;0,3;0;82;0,9;237,7872025
2010;1;10;2;269,05;0,1;0;76;2,2;220,837828
2010;1;10;3;268,25;0;0;82;0,4;236,8267592
2010;1;10;4;268,05;0;0;79;0,9;222,7913824
2010;1;10;5;266,35;0;0;78;0,5;197,7699208
2010;1;10;6;266,75;0;0;76;1,1;205,6777188
2010;1;10;7;268,05;0;0;70;1;208,8560969
2010;1;10;8;266,45;0;16,67;75;0,5;196,6182724
2010;1;10;9;267,05;0;69,44;70;0,5;195,0489725
2010;1;10;10;268,05;0;147,22;66;1;199,076591
2010;1;10;11;269,35;0;219,44;63;0,2;204,4548262
2010;1;10;12;269,25;0;169,44;61;0,8;210,0502984
2010;1;10;13;269,75;0;333,33;67;0,7;244,028777
2010;1;10;14;267,05;0;247,22;80;0,2;224,9658707
2010;1;10;15;265,25;0;113,89;88;0,4;212,6111043
2010;1;10;16;265,25;0;13,89;89;0,1;212,1613082
2010;1;10;17;265,05;0;0;88;0,1;203,8840607
2010;1;10;18;265,25;0;0;87;0,1;203,7878532
2010;1;10;19;265,85;0;0;79;0,3;209,6722613
2010;1;10;20;266,05;0;0;78;0,4;207,7779543
2010;1;10;21;264,85;0;0;82;0,2;204,4536486
2010;1;10;22;265,25;0;0;78;0,3;204,2063687
2010;1;10;23;264,45;0;0;77;0,3;198,9545717
2010;1;11;0;264,45;0;0;76;0,3;194,3220998
2010;1;11;1;263,75;0;0;74;0,5;186,8598876
2010;1;11;2;264,45;0;0;71;1,3;187,8265316
2010;1;11;3;264,65;0;0;70;0,9;187,3707993
2010;1;11;4;265,35;0;0;71;0,5;190,6878073
2010;1;11;5;265,85;0;0;67;1,1;193,8099567
2010;1;11;6;266,55;0;0;65;1,1;196,1010157
2010;1;11;7;265,65;0;0;68;0,4;189,3544332
2010;1;11;8;266,05;0;30,56;66;0,7;188,2369119
2010;1;11;9;267,35;0;108,33;64;1,7;194,5796387
2010;1;11;10;269,15;0;177,78;60;1,1;202,056822
2010;1;11;11;268,85;0;191,67;64;0,1;203,3491875
2010;1;11;12;269,35;0;191,67;64;0,7;206,8035572
2010;1;11;13;269,05;0;186,11;68;0,9;210,5376943
2010;1;11;14;269,05;0;158,33;71;0,7;219,4533412
2010;1;11;15;268,25;0;75;77;0,1;220,6134136
2010;1;11;16;267,25;0;16,67;90;0,6;230,6101631
2010;1;11;17;266,95;0,1;0;87;0,7;229,6842227
2010;1;11;18;266,65;0;0;90;0;234,6891252
2010;1;11;19;265,85;0,1;0;90;0,1;219,6917529
2010;1;11;20;265,55;0,1;0;91;0,4;216,5525607
2010;1;11;21;265,55;0;0;90;0,6;218,1939969
2010;1;11;22;265,55;0;0;89;0,3;221,1886582
2010;1;11;23;265,25;0;0;87;0,2;212,107486
2010;1;12;0;264,85;0;0;84;0,2;204,669317
2010;1;12;1;264,95;0;0;83;0,4;209,5252735
2010;1;12;2;264,75;0;0;81;0,4;206,6483535
2010;1;12;3;264,15;0;0;81;0,3;192,0561691
2010;1;12;4;263,85;0;0;80;0,5;191,6510415
2010;1;12;5;265,35;0;0;76;0,7;204,2582463
2010;1;12;6;264,65;0;0;78;0,7;196,4333125
2010;1;12;7;264,25;0;0;78;0,5;191,8216104
2010;1;12;8;264,75;0;22,22;74;0,9;192,0769919
2010;1;12;9;265,05;0;55,56;70;0,9;187,593923
2010;1;12;10;265,25;0;72,22;70;0,1;189,1191896
2010;1;12;11;266,95;0;161,11;63;0,5;191,036765
2010;1;12;12;266,75;0;152,78;62;0,3;190,817106
2010;1;12;13;269,65;0;319,44;51;0,9;208,5979005
2010;1;12;14;268,55;0;213,89;51;1,2;204,8992481
2010;1;12;15;265,45;0;88,89;58;1,9;190,3014194
2010;1;12;16;264,15;0;13,89;63;1,2;186,4334992
2010;1;12;17;263,65;0;0;63;0,9;184,0339349
2010;1;12;18;263,25;0;0;65;0,8;180,9666608
2010;1;12;19;262,95;0;0;67;0,4;181,1233495
2010;1;12;20;263,75;0;0;65;0,9;188,8762618
2010;1;12;21;263,35;0;0;66;1,1;185,5744968
2010;1;12;22;262,15;0;0;69;0,9;180,1006317
2010;1;12;23;262,45;0;0;69;0,9;178,6331661
2010;1;13;0;262,25;0;0;69;1,1;178,1106293
2010;1;13;1;263,65;0;0;67;1,8;185,5158497
2010;1;13;2;263,35;0;0;68;0,8;182,2405569
2010;1;13;3;263,35;0;0;68;0,6;182,9078142
2010;1;13;4;264,15;0;0;66;1;187,938354
2010;1;13;5;263,85;0;0;68;0,5;186,063435
2010;1;13;6;263,45;0;0;69;0,1;184,6208576
2010;1;13;7;263,85;0;0;68;0,6;186,6409742
2010;1;13;8;263,65;0;22,22;68;0,2;180,944067
2010;1;13;9;263,65;0;61,11;68;0;178,8309833
2010;1;13;10;265,85;0;152,78;64;0,2;187,9040283
2010;1;13;11;267,85;0;213,89;58;0,5;195,0105149
2010;1;13;12;267,85;0;216,67;55;0,4;193,2505241
2010;1;13;13;268,35;0;202,78;55;0,2;196,2731793
2010;1;13;14;268,55;0;152,78;56;0,2;200,5586343
2010;1;13;15;268,25;0;75;61;0,3;204,4883022
2010;1;13;16;266,95;0;13,89;60;0,2;193,8924991
2010;1;13;17;266,35;0;0;61;0,3;190,1370008
2010;1;13;18;266,65;0;0;62;0,8;192,3335643
2010;1;13;19;267,15;0;0;63;0,4;197,1332117
2010;1;13;20;267,15;0;0;65;0,2;198,8860003
2010;1;13;21;266,65;0;0;70;0,3;199,0417663
2010;1;13;22;266,55;0;0;71;0,1;201,3802243
2010;1;13;23;266,55;0;0;77;0,2;203,7730217
2010;1;14;0;265,95;0;0;85;0;202,522188
2010;1;14;1;266,65;0;0;89;0,2;220,024425
2010;1;14;2;267,25;0;0;87;0,4;224,0049998
2010;1;14;3;266,55;0;0;85;0,2;217,3077675
2010;1;14;4;266,75;0;0;84;0,3;219,6384453
2010;1;14;5;266,05;0;0;81;0,5;203,2961305
2010;1;14;6;265,95;0;0;79;0,7;197,9352502
2010;1;14;7;266,55;0;0;75;0,9;200,4033114
2010;1;14;8;267,25;0;30,56;72;0,5;202,901126
2010;1;14;9;267,05;0;58,33;67;0,9;195,6118584
2010;1;14;10;267,25;0;63,89;64;1;194,9713461
2010;1;14;11;268,15;0;72,22;62;0,2;195,9152986
2010;1;14;12;268,25;0;108,33;60;0,3;195,1595977
2010;1;14;13;270,45;0;308,33;51;0,9;209,4499214
2010;1;14;14;270,85;0;230,56;48;0,9;214,5313576
2010;1;14;15;266,95;0;86,11;55;0,7;192,1977842
2010;1;14;16;265,55;0;11,11;58;0,3;189,8694644
2010;1;14;17;265,95;0;0;56;0,5;193,0322028
2010;1;14;18;264,05;0;0;59;0;181,1754496
2010;1;14;19;263,35;0;0;56;0,1;176,0327307
2010;1;14;20;264,45;0;0;54;0,5;180,5726325
2010;1;14;21;265,15;0;0;48;0,7;180,6691548
2010;1;14;22;264,75;0;0;49;0,9;179,8305056
2010;1;14;23;265,45;0;0;46;0,5;181,5076131
2010;1;15;0;264,85;0;0;47;0,4;179,8375534
2010;1;15;1;265,05;0;0;45;0,5;179,4458485
2010;1;15;2;264,45;0;0;45;0,9;177,2221136
2010;1;15;3;265,05;0;0;44;0,8;179,6737513
2010;1;15;4;264,75;0;0;45;0,4;178,1634739
2010;1;15;5;264,25;0;0;45;0,5;176,4927873
2010;1;15;6;265,15;0;0;43;0,8;179,0110343
2010;1;15;7;264,65;0;0;45;0,5;177,2653945
2010;1;15;8;265,25;0;16,67;45;0,8;179,1453375
2010;1;15;9;266,05;0;47,22;47;1,2;183,2277554
2010;1;15;10;266,95;0;66,67;47;0,8;185,774095
2010;1;15;11;266,65;0;69,44;50;0,4;184,4562383
2010;1;15;12;268,65;0;122,22;48;0,6;192,4479748
2010;1;15;13;271,05;0;308,33;45;1,3;205,5666906
2010;1;15;14;270,45;0;236,11;47;1;205,5764603
2010;1;15;15;267,95;0;91,67;50;1,9;193,5980948
2010;1;15;16;266,95;0;13,89;54;1,8;191,4307438
2010;1;15;17;266,65;0;0;58;1,5;192,9211821
2010;1;15;18;266,05;0;0;62;1,2;193,0479148
2010;1;15;19;265,65;0;0;65;0,8;192,1858736
2010;1;15;20;265,15;0;0;65;0,5;187,6874498
2010;1;15;21;265,25;0;0;63;0,6;190,3429201
2010;1;15;22;265,85;0;0;61;0,8;194,2648399
2010;1;15;23;264,45;0;0;62;0,3;184,4173919
2010;1;16;0;264,05;0;0;56;0,9;179,999436
2010;1;16;1;264,65;0;0;49;1;178,9229057
2010;1;16;2;264,35;0;0;48;0,6;177,8491096
2010;1;16;3;265,45;0;0;45;0,6;181,8135367
2010;1;16;4;264,75;0;0;46;0,9;178,716586
2010;1;16;5;264,25;0;0;46;0,8;176,694418
2010;1;16;6;264,85;0;0;45;0,9;178,3167789
2010;1;16;7;264,85;0;0;46;1,1;178,298936
2010;1;16;8;265,55;0;16,67;44;0,9;179,9521972
2010;1;16;9;266,15;0;41,67;44;1,2;181,5246072
2010;1;16;10;267,05;0;61,11;46;0,6;185,1684747
2010;1;16;11;268,85;0;63,89;44;0,2;191,2075312
2010;1;16;12;270,15;0;116,67;43;0,4;196,0862731
2010;1;16;13;271,75;0;316,67;40;0,4;204,5061856
2010;1;16;14;272,35;0;241,67;38;1;206,0236145
2010;1;16;15;268,85;0;91,67;43;1,3;191,8772609
2010;1;16;16;269,05;0;8,33;42;0,9;192,0598973
2010;1;16;17;269,45;0;0;42;0,5;193,6740529
2010;1;16;18;269,95;0;0;42;0,4;196,3261095
2010;1;16;19;270,15;0;0;45;0,4;198,7940466
2010;1;16;20;269,45;0;0;49;0,3;196,9483373
2010;1;16;21;269,45;0;0;50;0,3;198,1346304
2010;1;16;22;269,95;0;0;50;0,3;200,064831
2010;1;16;23;269,25;0;0;54;0,5;198,6328053
2010;1;17;0;269,85;0;0;54;0,9;203,6927855
2010;1;17;1;269,75;0;0;57;0,5;205,9387107
2010;1;17;2;268,65;0;0;83;0,6;222,4720452
2010;1;17;3;268,35;0,1;0;90;0,1;242,5167032
2010;1;17;4;268,45;0;0;90;0,3;238,5863527
2010;1;17;5;267,35;0;0;90;0,2;207,5503714
2010;1;17;6;267,75;0;0;85;0,9;207,6710601
2010;1;17;7;269,95;0;0;78;1,1;216,9738143
2010;1;17;8;269,85;0;50;78;0,2;210,7589322
2010;1;17;9;270,95;0;136,11;75;0,2;216,0671771
2010;1;17;10;272,85;0;263,89;66;0,6;221,0317377
2010;1;17;11;273,15;0;225;67;0,9;229,4711479
2010;1;17;12;273,45;0;272,22;59;2,4;224,0829658
2010;1;17;13;272,45;0;300;66;3,6;225,1176798
2010;1;17;14;272,35;0;169,44;67;3,6;227,3867111
2010;1;17;15;271,65;0;100;64;3,1;220,8895947
2010;1;17;16;271,15;0;16,67;60;3,6;212,4351111
2010;1;17;17;270,35;0;0;66;0,2;211,8732199
2010;1;17;18;270,65;0;0;61;4,3;212,515883
2010;1;17;19;270,45;0;0;62;2,8;215,7884001
2010;1;17;20;269,55;0;0;67;4,8;215,9487721
2010;1;17;21;268,45;0;0;73;5,2;213,5067821
2010;1;17;22;267,85;0;0;75;5,1;218,092629
2010;1;17;23;267,55;0;0;73;4,8;226,1662546
2010;1;18;0;266,25;0;0;75;3,1;220,6318922
2010;1;18;1;264,65;0;0;77;0,6;202,4771128
2010;1;18;2;263,65;0;0;74;1;190,2909891
2010;1;18;3;263,55;0;0;73;1;186,3409588
2010;1;18;4;263,45;0;0;72;1,3;184,5343497
2010;1;18;5;264,15;0;0;72;1,5;191,8855267
2010;1;18;6;264,35;0;0;76;1,4;198,0523498
2010;1;18;7;263,65;0;0;72;1;184,8039002
2010;1;18;8;263,55;0;25;69;1,3;180,8284293
2010;1;18;9;264,75;0;72,22;67;1,6;184,2763956
2010;1;18;10;265,85;0;122,22;64;1,9;187,6603629
2010;1;18;11;267,25;0;219,44;60;2,4;193,8165064
2010;1;18;12;268,05;0;258,33;60;1,9;196,5953642
2010;1;18;13;267,65;0;213,89;60;2,1;198,5902701
2010;1;18;14;268,75;0;277,78;57;2,4;206,4131306
2010;1;18;15;266,55;0;150;60;2,2;195,5531769
2010;1;18;16;265,85;0;16,67;63;2,3;193,5808072
2010;1;18;17;264,95;0;0;65;1,8;190,6104023
2010;1;18;18;264,75;0;0;65;2,2;191,9222086
2010;1;18;19;264,15;0;0;66;1,9;188,5965596
2010;1;18;20;263,35;0;0;68;1,2;186,3719678
2010;1;18;21;263,25;0;0;69;1,6;185,0404185
2010;1;18;22;262,65;0;0;70;1,6;181,9682509
2010;1;18;23;263,05;0;0;71;0,8;186,4015719
2010;1;19;0;262,95;0;0;71;0,6;181,8676646
2010;1;19;1;262,65;0;0;67;0,5;178,8070396
2010;1;19;2;263,95;0;0;62;0,8;182,0467615
2010;1;19;3;263,65;0;0;60;0,4;181,2122925
2010;1;19;4;264,45;0;0;57;1;182,9084385
2010;1;19;5;263,45;0;0;57;0,7;177,481011
2010;1;19;6;264,05;0;0;56;1,1;178,8055568
2010;1;19;7;264,45;0;0;55;1,6;179,8551101
2010;1;19;8;265,45;0;16,67;56;2;182,7691345
2010;1;19;9;265,85;0;47,22;58;2,1;184,0719197
2010;1;19;10;268,15;0;122,22;57;1,4;193,9369369
2010;1;19;11;269,85;0;211,11;54;0,9;200,9031661
2010;1;19;12;270,25;0;227,78;52;0,3;204,1847746
2010;1;19;13;270,55;0;308,33;52;1,1;207,9827243
2010;1;19;14;268,95;0;108,33;56;1,5;200,8933744
2010;1;19;15;268,05;0;88,89;57;1;197,6479968
2010;1;19;16;267,95;0;22,22;58;1,6;198,3654202
2010;1;19;17;267,15;0;0;60;0,9;194,4948159
2010;1;19;18;266,85;0;0;60;0,9;194,5881007
2010;1;19;19;266,95;0;0;59;1,2;195,2717743
2010;1;19;20;266,05;0;0;60;1,1;190,5515225
2010;1;19;21;265,75;0;0;59;1;189,6327443
2010;1;19;22;265,65;0;0;57;0,8;188,4440446
2010;1;19;23;264,95;0;0;58;0,7;183,7139693
2010;1;20;0;264,65;0;0;57;0,6;183,3079514
2010;1;20;1;265,55;0;0;56;0,5;187,4715498
2010;1;20;2;264,45;0;0;57;1,1;182,2806123
2010;1;20;3;264,55;0;0;56;0,7;183,8015482
2010;1;20;4;264,45;0;0;56;1,2;183,2549763
2010;1;20;5;263,55;0;0;56;1,8;178,9262538
2010;1;20;6;263,55;0;0;56;1,4;178,0073864
2010;1;20;7;263,35;0;0;54;1,5;176,2434368
2010;1;20;8;264,05;0;16,67;51;1,4;177,1827618
2010;1;20;9;264,15;0;44,44;52;1,2;177,6358245
2010;1;20;10;265,35;0;61,11;50;0,9;181,3471441
2010;1;20;11;265,75;0;69,44;49;0,3;181,1675649
2010;1;20;12;266,65;0;169,44;47;0,3;184,2073843
2010;1;20;13;269,55;0;336,11;39;1,2;196,0611785
